unix_secs,unix_nsecs,sysuptime,exaddr,dpkts,doctets,first,last,engine_type,engine_id,srcaddr,dstaddr,nexthop,input,output,srcport,dstport,prot,tos,tcp_flags,src_mask,dst_mask,src_as,dst_as
1132964100,0,2710908967,62.40.96.65,1,1500,2710872818,2710872818,0,0,134.102.208.126,195.225.129.66,62.40.96.64,78,42,55561,1580,6,0,16,16,22,680,2603
1132964100,0,2710908967,62.40.96.65,3,4500,2710835717,2710864038,0,0,165.91.212.126,153.19.205.47,62.40.96.64,40,42,4286,6881,6,0,16,16,16,11537,8501
1132964100,0,2710908967,62.40.96.65,1,126,2710861500,2710861500,0,0,129.81.224.126,193.6.34.46,62.40.96.56,40,48,1433,8057,6,128,24,17,16,3356,1955
1132964100,0,2710908967,62.40.96.65,2,2600,2710823199,2710868818,0,0,131.247.12.127,149.170.58.235,62.40.96.64,40,42,4302,2494,6,0,16,16,16,11537,786
1132964100,0,2710908967,62.40.96.65,1,52,2710848696,2710848696,0,0,141.58.197.127,202.201.93.6,62.40.96.56,78,48,4053,6666,6,0,16,15,12,680,6509
1132964100,0,2710908967,62.40.96.65,1,52,2710858065,2710858065,0,0,141.30.206.127,162.105.187.172,62.40.96.56,78,48,2309,18178,6,0,16,16,16,680,6509
1132964100,0,2710908967,62.40.96.65,1,270,2710831038,2710831038,0,0,137.198.224.127,194.47.148.126,62.40.96.64,40,42,6348,53336,6,0,24,16,16,11537,2603
1132964100,0,2710908967,62.40.96.65,1,55,2710830500,2710830500,0,0,137.226.7.128,129.241.210.29,62.40.96.64,78,42,34325,27018,17,0,0,16,15,680,2603
1132964100,0,2710908967,62.40.96.65,1,221,2710843696,2710843696,0,0,152.2.210.128,194.249.36.28,62.40.96.56,40,48,8000,49534,6,0,24,16,16,11537,2107
1132964100,0,2710908967,62.40.96.65,1,369,2710828500,2710828500,0,0,152.2.210.128,193.52.24.125,62.40.96.60,40,43,8000,35402,6,0,24,16,16,11537,2200
1132964100,0,2710908967,62.40.96.65,5,1742,2710820818,2710857500,0,0,152.2.210.128,130.226.249.169,62.40.96.64,40,42,8000,2287,6,0,24,16,16,11537,2603
1132964100,0,2710908967,62.40.96.65,1,353,2710866039,2710866039,0,0,152.2.210.128,131.111.47.214,62.40.96.64,40,42,8000,49176,6,0,24,16,16,11537,786
1132964100,0,2710908967,62.40.96.65,3,162,2710821818,2710860039,0,0,141.213.226.128,233.4.200.18,0.0.0.0,40,0,10002,10002,17,0,0,16,0,11537,0
1132964100,0,2710908967,62.40.96.65,3,1392,2710830036,2710872819,0,0,129.69.197.129,156.17.231.127,62.40.96.64,78,42,1097,12844,6,0,16,16,16,680,8501
1132964100,0,2710908967,62.40.96.65,1,52,2710857817,2710857817,0,0,134.2.170.130,130.243.137.228,62.40.96.64,78,42,44760,61041,6,0,16,16,16,680,2603
1132964100,0,2710908967,62.40.96.65,3,156,2710862506,2710867697,0,0,129.69.215.130,169.237.6.205,62.40.103.252,78,40,51373,80,6,0,16,16,16,680,11537
1132964100,0,2710908967,62.40.96.65,1,52,2710839500,2710839500,0,0,134.2.74.131,192.16.199.152,62.40.96.64,78,42,24797,22,6,16,16,16,24,680,1103
1132964100,0,2710908967,62.40.96.65,1,40,2710861696,2710861696,0,0,134.102.112.131,129.93.145.43,62.40.103.252,78,40,4465,3455,6,0,16,16,16,680,11537
1132964100,0,2710908967,62.40.96.65,1,52,2710835039,2710835039,0,0,134.102.112.131,142.51.49.122,62.40.96.56,78,48,4412,3313,6,0,16,16,16,680,6509
1132964100,0,2710908967,62.40.96.65,1,40,2710861696,2710861696,0,0,134.102.112.131,129.177.44.138,62.40.96.64,78,42,1766,18687,6,0,16,16,16,680,2603
1132964100,0,2710908967,62.40.96.65,1,44,2710838500,2710838500,0,0,134.102.112.131,129.11.121.249,62.40.96.64,78,42,2754,5714,6,0,24,16,16,680,786
1132964100,0,2710908967,62.40.96.65,1,888,2710825818,2710825818,0,0,131.169.223.131,137.138.152.200,62.40.96.60,78,43,54812,7777,6,0,24,16,16,680,559
1132964100,0,2710908967,62.40.96.65,1,1500,2710815696,2710815696,0,0,128.194.37.132,146.50.208.19,62.40.96.64,40,42,2021,5003,6,0,16,16,16,11537,1103
1132964100,0,2710908967,62.40.96.65,1,1216,2710852039,2710852039,0,0,128.194.37.132,146.50.208.19,62.40.96.64,40,42,2021,5003,6,0,24,16,16,11537,1103
1132964100,0,2710908967,62.40.96.65,2,140,2710834696,2710871055,0,0,128.194.37.132,156.17.100.90,62.40.96.64,40,42,21838,64822,17,0,0,16,16,11537,8501
1132964100,0,2710908967,62.40.96.65,1,45,2710852696,2710852696,0,0,141.30.210.132,137.132.234.114,62.40.103.252,78,40,1668,25897,17,0,0,16,16,680,11537
1132964100,0,2710908967,62.40.96.65,1,54,2710830036,2710830036,0,0,66.99.215.132,233.4.200.18,0.0.0.0,40,0,10002,10002,17,0,0,24,0,11537,0
1132964100,0,2710908967,62.40.96.65,1,369,2710855818,2710855818,0,0,193.174.26.133,209.68.157.191,62.40.103.252,78,40,53,31416,17,0,0,15,19,680,11537
1132964100,0,2710908967,62.40.96.65,1,40,2710866501,2710866501,0,0,129.174.30.133,193.6.34.46,62.40.96.56,40,48,1433,10958,6,0,16,16,16,11537,1955
1132964100,0,2710908967,62.40.96.65,5,296,2710816696,2710847038,0,0,141.38.50.133,169.226.43.55,62.40.103.252,78,40,37401,80,6,0,16,15,16,680,11537
1132964100,0,2710908967,62.40.96.65,1,1420,2710834505,2710834505,0,0,141.165.133.133,145.97.221.70,62.40.96.64,40,42,1990,8769,6,0,24,16,18,11537,1103
1132964100,0,2710908967,62.40.96.65,2,104,2710827696,2710827817,0,0,129.206.100.134,128.101.80.133,62.40.103.252,78,40,38309,36201,6,0,16,16,16,680,11537
1132964100,0,2710908967,62.40.96.65,2,104,2710847819,2710871054,0,0,129.206.100.134,128.101.80.133,62.40.103.252,78,40,38341,36231,6,0,16,16,16,680,11537
1132964100,0,2710908967,62.40.96.65,2,1552,2710868818,2710871054,0,0,143.107.122.134,148.81.187.119,62.40.96.64,40,42,3719,673,6,0,16,16,16,11537,8501
1132964100,0,2710908967,62.40.96.65,11,16500,2710822500,2710866696,0,0,128.176.200.134,137.138.217.136,62.40.96.60,78,43,33265,51236,6,0,16,16,16,680,559
1132964100,0,2710908967,62.40.96.65,2,3000,2710843060,2710844500,0,0,128.176.200.134,137.138.217.136,62.40.96.60,78,43,33265,51236,6,0,24,16,16,680,559
1132964100,0,2710908967,62.40.96.65,1,175,2710852038,2710852038,0,0,128.176.200.134,137.138.99.137,62.40.96.60,78,43,6323,8088,6,0,24,16,16,680,559
1132964100,0,2710908967,62.40.96.65,8,12000,2710821038,2710836696,0,0,128.176.200.134,137.138.217.137,62.40.96.60,78,43,33121,51236,6,0,16,16,16,680,559
1132964100,0,2710908967,62.40.96.65,1,1500,2710816696,2710816696,0,0,128.176.200.134,137.138.217.137,62.40.96.60,78,43,33121,51236,6,0,24,16,16,680,559
1132964100,0,2710908967,62.40.96.65,1,52,2710821817,2710821817,0,0,128.176.200.134,137.138.99.139,62.40.96.60,78,43,33186,8080,6,0,16,16,16,680,559
1132964100,0,2710908967,62.40.96.65,1,52,2710830817,2710830817,0,0,128.176.200.134,137.138.99.139,62.40.96.60,78,43,34415,8090,6,0,16,16,16,680,559
1132964100,0,2710908967,62.40.96.65,1,52,2710870818,2710870818,0,0,128.176.200.134,137.138.99.139,62.40.96.60,78,43,34491,8090,6,0,16,16,16,680,559
1132964100,0,2710908967,62.40.96.65,1,478,2710816502,2710816502,0,0,128.176.200.134,131.215.112.199,62.40.103.252,78,40,47030,9000,17,0,0,16,16,680,11537
1132964100,0,2710908967,62.40.96.65,1,628,2710823818,2710823818,0,0,200.136.245.134,212.122.211.202,62.40.96.64,40,42,24554,1336,6,0,24,17,21,11537,8501
1132964100,0,2710908967,62.40.96.65,1,40,2710864817,2710864817,0,0,139.30.17.135,128.189.132.120,62.40.96.56,78,48,21940,1130,6,0,16,16,16,680,6509
1132964100,0,2710908967,62.40.96.65,1,40,2710834505,2710834505,0,0,134.109.108.135,128.189.188.225,62.40.96.56,78,48,4328,443,6,0,16,16,16,680,6509
1132964100,0,2710908967,62.40.96.65,2,80,2710827818,2710851501,0,0,132.199.125.135,137.151.30.255,62.40.103.252,78,40,1889,1136,6,0,16,16,16,680,11537
1132964100,0,2710908967,62.40.96.65,1,40,2710832696,2710832696,0,0,128.2.129.135,129.27.9.248,62.40.96.56,40,48,40468,6667,6,0,17,16,16,11537,1853
1132964100,0,2710908967,62.40.96.65,2,3000,2710835817,2710846696,0,0,130.18.161.135,144.32.41.78,62.40.96.64,40,42,6881,54630,6,0,16,16,16,11537,786
1132964100,0,2710908967,62.40.96.65,1,40,2710832500,2710832500,0,0,130.18.161.135,193.11.213.97,62.40.96.64,40,42,1993,26357,6,0,16,16,16,11537,2603
1132964100,0,2710908967,62.40.96.65,1,54,2710852697,2710852697,0,0,192.122.200.135,233.4.200.18,0.0.0.0,40,0,10002,10002,17,0,0,24,0,11537,0
1132964100,0,2710908967,62.40.96.65,1,40,2710854696,2710854696,0,0,141.28.46.136,207.63.81.150,62.40.103.252,78,40,42,4825,6,0,16,16,17,680,11537
1132964100,0,2710908967,62.40.96.65,1,1500,2710845818,2710845818,0,0,130.207.108.136,130.232.142.130,62.40.96.64,40,42,80,39126,6,0,16,16,16,11537,2603
1132964100,0,2710908967,62.40.96.65,4,160,2710820500,2710856696,0,0,130.207.108.137,130.239.18.151,62.40.96.64,40,42,59845,873,6,0,16,16,16,11537,2603
1132964100,0,2710908967,62.40.96.65,1,40,2710841038,2710841038,0,0,141.79.144.137,203.64.253.65,62.40.103.252,78,40,1034,3415,6,0,16,16,16,680,11537
1132964100,0,2710908967,62.40.96.65,1,44,2710845696,2710845696,0,0,141.79.144.137,203.64.253.65,62.40.103.252,78,40,1034,3415,6,0,24,16,16,680,11537
1132964100,0,2710908967,62.40.96.65,1,1500,2710840500,2710840500,0,0,129.187.181.137,137.138.112.52,62.40.96.60,78,43,22,56755,6,16,16,16,16,680,559
1132964100,0,2710908967,62.40.96.65,1,1420,2710854500,2710854500,0,0,129.107.14.138,161.76.99.178,62.40.96.64,40,42,5047,3615,6,0,16,16,16,11537,786
1132964100,0,2710908967,62.40.96.65,1,100,2710867819,2710867819,0,0,131.188.23.138,143.50.221.143,62.40.96.56,78,48,26881,3326,6,0,24,16,16,680,1853
1132964100,0,2710908967,62.40.96.65,1,40,2710816039,2710816039,0,0,192.109.31.138,193.62.196.103,62.40.96.64,78,42,34387,20,6,0,16,24,14,680,786
1132964100,0,2710908967,62.40.96.65,1,40,2710821817,2710821817,0,0,192.109.31.138,193.62.196.103,62.40.96.64,78,42,34389,20,6,0,16,24,14,680,786
1132964100,0,2710908967,62.40.96.65,1,40,2710830501,2710830501,0,0,192.109.31.138,193.62.196.103,62.40.96.64,78,42,34395,20,6,0,16,24,14,680,786
1132964100,0,2710908967,62.40.96.65,1,40,2710848500,2710848500,0,0,192.109.31.138,193.62.196.103,62.40.96.64,78,42,34406,20,6,0,16,24,14,680,786
1132964100,0,2710908967,62.40.96.65,1,40,2710854500,2710854500,0,0,192.109.31.138,193.62.196.103,62.40.96.64,78,42,34410,20,6,0,16,24,14,680,786
1132964100,0,2710908967,62.40.96.65,1,40,2710857500,2710857500,0,0,192.109.31.138,193.62.196.103,62.40.96.64,78,42,34415,20,6,0,16,24,14,680,786
1132964100,0,2710908967,62.40.96.65,1,40,2710863818,2710863818,0,0,192.109.31.138,193.62.196.103,62.40.96.64,78,42,34418,20,6,0,16,24,14,680,786
1132964100,0,2710908967,62.40.96.65,1,236,2710831818,2710831818,0,0,212.201.37.138,158.38.88.74,62.40.96.64,78,42,36306,28523,17,0,0,16,14,680,2603
1132964100,0,2710908967,62.40.96.65,1,40,2710817696,2710817696,0,0,141.28.130.139,149.169.200.100,62.40.103.252,78,40,1433,7406,6,0,16,16,16,680,11537
1132964100,0,2710908967,62.40.96.65,1,40,2710864038,2710864038,0,0,131.234.84.140,129.242.228.48,62.40.96.64,78,42,32459,4955,6,0,16,16,16,680,2603
1132964100,0,2710908967,62.40.96.65,2,2784,2710817501,2710849038,0,0,131.234.84.140,129.177.46.116,62.40.96.64,78,42,32459,1529,6,0,16,16,16,680,2603
1132964100,0,2710908967,62.40.96.65,1,40,2710847501,2710847501,0,0,144.80.110.140,130.232.137.117,62.40.96.64,40,42,4662,2403,6,0,16,16,16,11537,2603
1132964100,0,2710908967,62.40.96.65,1,1500,2710818500,2710818500,0,0,195.37.77.141,157.181.72.98,62.40.96.56,78,48,56806,1677,6,0,16,16,16,680,1955
1132964100,0,2710908967,62.40.96.65,1,1400,2710840696,2710840696,0,0,212.201.78.141,158.109.4.156,62.40.96.60,78,43,50000,2489,6,0,16,16,16,680,766
1132964100,0,2710908967,62.40.96.65,1,1280,2710868696,2710868696,0,0,212.201.78.141,137.204.117.248,62.40.96.60,78,43,50000,3531,6,0,24,16,16,680,137
1132964100,0,2710908967,62.40.96.65,1,40,2710838699,2710838699,0,0,130.183.100.141,128.178.128.55,62.40.96.60,78,43,54001,22,6,16,16,16,15,680,559
1132964100,0,2710908967,62.40.96.65,1,1420,2710857038,2710857038,0,0,130.85.249.141,193.171.32.175,62.40.96.56,40,48,1059,6791,6,0,16,16,15,11537,1853
1132964100,0,2710908967,62.40.96.65,1,40,2710864696,2710864696,0,0,132.199.237.142,155.230.90.139,62.40.96.60,78,43,3646,4662,6,0,16,16,16,680,2200
1132964100,0,2710908967,62.40.96.65,2,104,2710869818,2710872819,0,0,128.61.32.143,129.206.196.27,62.40.105.0,40,78,2304,7957,6,0,16,19,16,11537,680
1132964100,0,2710908967,62.40.96.65,1,1256,2710824696,2710824696,0,0,139.18.179.143,202.193.89.203,62.40.96.56,78,48,3077,4505,6,0,24,15,12,680,6509
1132964100,0,2710908967,62.40.96.65,1,92,2710840696,2710840696,0,0,128.42.6.144,128.232.103.203,62.40.96.64,40,42,8099,8101,17,0,0,16,16,11537,786
1132964100,0,2710908967,62.40.96.65,9,13500,2710826696,2710865818,0,0,134.102.141.144,129.241.133.223,62.40.96.64,78,42,22,1561,6,0,16,16,15,680,2603
1132964100,0,2710908967,62.40.96.65,7,9940,2710832817,2710846696,0,0,128.163.2.145,141.53.194.251,62.40.105.0,40,78,1995,9885,6,0,16,16,13,11537,680
1132964100,0,2710908967,62.40.96.65,5,7100,2710860696,2710868818,0,0,128.163.2.145,141.53.194.251,62.40.105.0,40,78,1999,11173,6,0,16,16,13,11537,680
1132964100,0,2710908967,62.40.96.65,3,120,2710828038,2710862038,0,0,129.118.87.145,144.122.13.127,62.40.96.80,40,53,2149,52519,6,0,16,16,16,11537,8517
1132964100,0,2710908967,62.40.96.65,1,48,2710858818,2710858818,0,0,130.70.132.145,130.237.205.63,62.40.96.64,40,42,36966,25,6,0,2,16,16,11537,2603
1132964100,0,2710908967,62.40.96.65,23,1242,2710816696,2710870818,0,0,139.13.146.145,130.240.221.129,62.40.96.64,78,42,54549,34356,17,0,0,16,22,680,2603
1132964100,0,2710908967,62.40.96.65,1,81,2710827038,2710827038,0,0,132.230.173.145,140.127.186.85,62.40.103.252,78,40,10943,15259,17,0,0,16,12,680,11537
1132964100,0,2710908967,62.40.96.65,1,127,2710835717,2710835717,0,0,134.102.141.146,132.212.202.196,62.40.96.56,78,48,3763,4855,17,0,0,16,16,680,6509
1132964100,0,2710908967,62.40.96.65,1,40,2710850039,2710850039,0,0,130.18.158.146,130.237.6.103,62.40.96.64,40,42,1535,17369,6,0,16,16,18,11537,2603
1132964100,0,2710908967,62.40.96.65,1,1500,2710832500,2710832500,0,0,194.76.232.148,153.5.45.36,62.40.96.56,78,48,55433,4662,6,0,16,23,16,680,2107
1132964100,0,2710908967,62.40.96.65,1,40,2710828038,2710828038,0,0,134.103.192.149,152.66.10.20,62.40.96.56,78,48,61921,9000,6,0,16,16,16,680,1955
1132964100,0,2710908967,62.40.96.65,1,1420,2710833818,2710833818,0,0,198.118.237.149,163.1.242.94,62.40.96.64,40,42,51239,22,6,8,16,24,16,11537,786
1132964100,0,2710908967,62.40.96.65,1,1420,2710836500,2710836500,0,0,198.118.237.149,163.1.242.94,62.40.96.64,40,42,51242,22,6,8,16,24,16,11537,786
1132964100,0,2710908967,62.40.96.65,2,2840,2710857818,2710872818,0,0,198.118.237.149,163.1.242.94,62.40.96.64,40,42,51243,22,6,8,16,24,16,11537,786
1132964100,0,2710908967,62.40.96.65,1,1420,2710828500,2710828500,0,0,198.118.237.149,145.23.254.158,62.40.96.64,40,42,51227,22,6,8,16,24,16,11537,1103
1132964100,0,2710908967,62.40.96.65,1,72,2710869038,2710869038,0,0,131.169.43.150,193.205.157.227,62.40.96.60,78,43,38712,22,6,8,24,16,15,680,137
1132964100,0,2710908967,62.40.96.65,1,101,2710834505,2710834505,0,0,193.174.75.150,128.230.129.112,62.40.103.252,78,40,119,61330,6,0,24,15,16,680,11537
1132964100,0,2710908967,62.40.96.65,2,80,2710845500,2710847818,0,0,134.109.96.150,128.173.189.118,62.40.103.252,78,40,3850,18091,6,0,16,16,16,680,11537
1132964100,0,2710908967,62.40.96.65,1,44,2710870038,2710870038,0,0,134.109.96.150,128.173.189.118,62.40.103.252,78,40,3850,18091,6,0,24,16,16,680,11537
1132964100,0,2710908967,62.40.96.65,1,40,2710859818,2710859818,0,0,134.109.96.150,134.208.41.216,62.40.103.252,78,40,3867,6666,6,0,16,16,20,680,11537
1132964100,0,2710908967,62.40.96.65,2,2060,2710821696,2710841696,0,0,170.140.124.150,194.249.173.66,62.40.96.56,40,48,4662,65365,6,0,24,16,16,11537,2107
1132964100,0,2710908967,62.40.96.65,1,1500,2710853038,2710853038,0,0,129.13.169.150,140.114.132.172,62.40.103.252,78,40,3601,9701,6,0,16,16,16,680,11537
1132964100,0,2710908967,62.40.96.65,1,739,2710837818,2710837818,0,0,129.13.169.150,140.114.132.172,62.40.103.252,78,40,3601,9701,6,0,24,16,16,680,11537
1132964100,0,2710908967,62.40.96.65,1,1500,2710868500,2710868500,0,0,128.42.247.150,137.205.141.253,62.40.96.64,40,42,80,54677,6,0,16,16,16,11537,786
1132964100,0,2710908967,62.40.96.65,1,40,2710819501,2710819501,0,0,129.206.33.151,194.63.235.165,62.40.96.80,78,53,80,11807,6,0,16,16,20,680,5408
1132964100,0,2710908967,62.40.96.65,1,30,2710849696,2710849696,0,0,132.187.152.153,157.88.130.38,62.40.96.60,78,43,4672,4692,17,0,0,16,16,680,766
1132964100,0,2710908967,62.40.96.65,1,628,2710859696,2710859696,0,0,139.62.187.153,193.255.106.4,62.40.96.80,40,53,2589,48808,6,0,24,17,24,11537,8517
1132964100,0,2710908967,62.40.96.65,1,40,2710848500,2710848500,0,0,152.14.55.154,212.235.228.237,62.40.96.56,40,48,25212,1870,6,0,16,16,17,11537,2107
1132964100,0,2710908967,62.40.96.65,1,40,2710870039,2710870039,0,0,141.30.228.154,210.44.36.96,62.40.96.56,78,48,3949,80,6,0,16,16,12,680,6509
1132964100,0,2710908967,62.40.96.65,1,54,2710821818,2710821818,0,0,129.66.34.155,233.4.200.18,0.0.0.0,40,0,10002,10002,17,0,0,24,0,11537,0
1132964100,0,2710908967,62.40.96.65,2,80,2710817501,2710870500,0,0,137.226.94.155,203.247.26.162,62.40.96.56,78,48,1152,20,6,0,16,16,19,680,6509
1132964100,0,2710908967,62.40.96.65,1,1050,2710871500,2710871500,0,0,132.199.139.155,195.113.76.253,62.40.96.56,78,48,4662,38014,6,0,24,16,16,680,2852
1132964105,0,2710913977,62.40.96.65,1,60,2710847500,2710847500,0,0,134.107.5.156,141.142.230.19,62.40.103.252,78,40,7001,7003,17,0,0,14,16,680,11537
1132964105,0,2710913977,62.40.96.65,1,998,2710872500,2710872500,0,0,134.102.112.157,218.192.117.141,62.40.96.56,78,48,2028,3469,6,0,24,16,13,680,6509
1132964105,0,2710913977,62.40.96.65,1,40,2710817818,2710817818,0,0,130.85.70.158,150.140.186.149,62.40.96.80,40,53,6882,1341,6,0,16,16,16,11537,5408
1132964105,0,2710913977,62.40.96.65,1,40,2710873038,2710873038,0,0,137.226.102.158,140.211.166.170,62.40.103.252,78,40,41360,80,6,0,4,16,16,680,11537
1132964105,0,2710913977,62.40.96.65,2,1883,2710828696,2710831696,0,0,134.129.125.159,233.24.119.155,0.0.0.0,40,0,1031,64546,17,0,0,18,0,11537,0
1132964105,0,2710913977,62.40.96.65,5,7100,2710830036,2710869501,0,0,131.96.156.160,193.136.77.126,62.40.96.60,40,43,6881,15166,6,0,16,16,15,11537,1930
1132964105,0,2710913977,62.40.96.65,1,40,2710840817,2710840817,0,0,141.51.212.160,193.11.231.97,62.40.96.64,78,42,8807,2274,6,0,16,13,16,680,2603
1132964105,0,2710913977,62.40.96.65,1,40,2710819038,2710819038,0,0,141.51.212.160,163.18.53.118,62.40.103.252,78,40,8807,4025,6,0,16,13,13,680,11537
1132964105,0,2710913977,62.40.96.65,1,52,2710840818,2710840818,0,0,141.51.212.160,142.25.98.134,62.40.96.56,78,48,8807,2022,6,0,16,13,16,680,6509
1132964105,0,2710913977,62.40.96.65,1,40,2710867500,2710867500,0,0,141.51.212.160,202.114.134.253,62.40.96.56,78,48,8807,56104,6,0,16,13,16,680,6509
1132964105,0,2710913977,62.40.96.65,1,52,2710819500,2710819500,0,0,141.24.33.161,131.252.212.37,62.40.103.252,78,40,22,42441,6,0,16,15,16,680,11537
1132964105,0,2710913977,62.40.96.65,1,52,2710815053,2710815053,0,0,141.24.33.161,156.56.103.62,62.40.103.252,78,40,47546,3128,6,0,16,15,16,680,11537
1132964105,0,2710913977,62.40.96.65,1,64,2710870696,2710870696,0,0,141.24.33.161,130.104.72.200,62.40.96.60,78,43,2122,2122,17,0,0,15,16,680,2611
